filename,xmin,ymin,xmax,ymax,class,label
hawaii_1_2794_5686_2355.jpg,217,191,251,225,6,tire
hawaii_1_2794_5686_2355.jpg,248,281,390,359,7,processed wood
hawaii_1_2794_5686_2355.jpg,335,306,392,372,7,processed wood
hawaii_1_2794_5686_2355.jpg,153,308,223,354,7,processed wood
hawaii_1_2794_6619_2330.jpg,330,136,349,158,1,buoy
hawaii_1_2794_6619_2330.jpg,302,303,337,335,2,unidentified object
hawaii_1_2794_6619_2330.jpg,267,233,300,262,2,unidentified object
hawaii_1_2794_6619_2330.jpg,287,268,312,295,2,unidentified object
hawaii_1_2797_13587_17058.jpg,305,303,335,335,2,unidentified object
hawaii_1_2933_17950_15735.jpg,500,535,530,565,1,buoy
hawaii_1_2933_17950_15735.jpg,537,542,564,569,1,buoy
hawaii_1_2933_17950_15735.jpg,313,309,335,334,2,unidentified object
hawaii_1_2933_17950_15735.jpg,505,495,527,515,2,unidentified object
hawaii_1_2933_17950_15735.jpg,272,337,287,359,2,unidentified object
hawaii_1_2933_17950_15735.jpg,480,467,509,497,2,unidentified object
hawaii_1_2933_18322_15954.jpg,165,317,192,350,1,buoy
hawaii_1_2933_18322_15954.jpg,128,317,158,345,1,buoy
hawaii_1_2933_18322_15954.jpg,108,247,136,277,2,unidentified object
hawaii_1_2933_18322_15954.jpg,133,276,156,297,2,unidentified object
hawaii_1_2933_18322_15954.jpg,542,529,629,612,2,unidentified object
hawaii_1_2933_18322_15954.jpg,133,293,156,314,2,unidentified object
hawaii_1_2933_18322_15954.jpg,547,405,584,467,7,processed wood
hawaii_1_2933_18658_16149.jpg,205,338,290,417,2,unidentified object
hawaii_1_2933_18658_16149.jpg,303,302,338,333,2,unidentified object
hawaii_1_2933_18658_16149.jpg,470,432,494,455,2,unidentified object
hawaii_1_2933_18658_16149.jpg,214,212,243,267,7,processed wood
hawaii_1_2933_19071_16592.jpg,257,302,277,325,1,buoy
hawaii_1_2933_19071_16592.jpg,276,272,305,302,1,buoy
hawaii_1_2933_19071_16592.jpg,246,271,271,290,1,buoy
hawaii_1_2933_19071_16592.jpg,316,238,354,273,2,unidentified object
hawaii_1_2933_19071_16592.jpg,324,307,382,383,7,processed wood
hawaii_1_2933_19071_16592.jpg,276,293,342,389,7,processed wood
hawaii_1_2933_7469_5936.jpg,270,206,297,230,1,buoy
hawaii_1_2933_7469_5936.jpg,280,439,300,459,1,buoy
hawaii_1_2933_7469_5936.jpg,432,98,447,118,2,unidentified object
hawaii_1_2933_7469_5936.jpg,287,335,305,352,2,unidentified object
hawaii_1_2933_7469_5936.jpg,267,372,292,397,2,unidentified object
hawaii_1_2933_7469_5936.jpg,352,88,377,111,2,unidentified object
hawaii_1_2933_7469_5936.jpg,309,427,326,447,2,unidentified object
hawaii_1_2933_7469_5936.jpg,310,452,327,468,2,unidentified object
hawaii_1_2933_7469_5936.jpg,268,267,287,296,2,unidentified object
hawaii_1_2933_7469_5936.jpg,145,13,163,34,2,unidentified object
hawaii_1_2933_7469_5936.jpg,248,241,276,272,2,unidentified object
hawaii_1_2933_7469_5936.jpg,242,178,262,198,2,unidentified object
hawaii_1_2933_7469_5936.jpg,243,160,267,173,2,unidentified object
hawaii_1_2933_7469_5936.jpg,212,81,232,100,2,unidentified object
hawaii_1_2933_7469_5936.jpg,293,302,311,322,2,unidentified object
hawaii_1_2933_7469_5936.jpg,597,52,634,88,6,tire
hawaii_1_2933_7469_5936.jpg,220,75,267,121,7,processed wood
hawaii_1_2933_7469_5936.jpg,243,327,281,385,7,processed wood
hawaii_1_2933_7469_5936.jpg,292,260,345,380,7,processed wood
hawaii_1_2933_7584_5598.jpg,155,544,182,567,1,buoy
hawaii_1_2933_7584_5598.jpg,317,437,332,457,2,unidentified object
hawaii_1_2933_7584_5598.jpg,69,327,96,350,2,unidentified object
hawaii_1_2933_7584_5598.jpg,30,352,49,372,2,unidentified object
hawaii_1_2933_7584_5598.jpg,237,427,262,449,2,unidentified object
hawaii_1_2933_7584_5598.jpg,126,517,148,537,2,unidentified object
hawaii_1_2933_7584_5598.jpg,128,497,153,512,2,unidentified object
hawaii_1_2933_7584_5598.jpg,96,419,116,437,2,unidentified object
hawaii_1_2933_7584_5598.jpg,133,579,161,610,2,unidentified object
hawaii_1_2933_7584_5598.jpg,153,605,172,634,2,unidentified object
hawaii_1_2933_7584_5598.jpg,482,389,519,427,6,tire
hawaii_1_2933_7584_5598.jpg,174,594,204,640,7,processed wood
hawaii_1_2933_7584_5598.jpg,265,210,366,335,7,processed wood
hawaii_1_2933_7584_5598.jpg,105,414,153,460,7,processed wood
hawaii_1_3071_15520_12997.jpg,394,437,420,460,1,buoy
hawaii_1_3071_15520_12997.jpg,227,389,247,414,1,buoy
hawaii_1_3071_15520_12997.jpg,380,427,395,445,1,buoy
hawaii_1_3071_15520_12997.jpg,360,400,384,424,1,buoy
hawaii_1_3071_15520_12997.jpg,303,382,325,404,1,buoy
hawaii_1_3071_15520_12997.jpg,210,151,235,177,1,buoy
hawaii_1_3071_15520_12997.jpg,317,422,335,439,1,buoy
hawaii_1_3071_15520_12997.jpg,334,372,355,390,1,buoy
hawaii_1_3071_15520_12997.jpg,525,508,564,532,2,unidentified object
hawaii_1_3071_15520_12997.jpg,489,477,525,534,2,unidentified object
hawaii_1_3071_15520_12997.jpg,420,432,435,452,2,unidentified object
hawaii_1_3071_15520_12997.jpg,257,404,277,430,2,unidentified object
hawaii_1_3071_15520_12997.jpg,153,172,178,190,2,unidentified object
hawaii_1_3071_15520_12997.jpg,303,305,335,335,6,tire
hawaii_1_3071_15520_12997.jpg,280,494,365,571,7,processed wood
hawaii_1_3071_7821_4407.jpg,547,460,570,485,1,buoy
hawaii_1_3071_7821_4407.jpg,521,409,558,444,2,unidentified object
hawaii_1_3071_7821_4407.jpg,541,361,575,394,2,unidentified object
hawaii_1_3071_7821_4407.jpg,300,295,345,345,6,tire
hawaii_1_3484_1603_9933.jpg,302,303,337,337,2,unidentified object
hawaii_1_3484_1603_9933.jpg,329,291,360,311,2,unidentified object
hawaii_1_3759_17384_2303.jpg,426,513,465,550,2,unidentified object
hawaii_1_3759_17384_2303.jpg,298,300,340,340,2,unidentified object
hawaii_1_6541_7090_5839.jpg,307,307,332,332,1,buoy
hawaii_1_6541_7090_5839.jpg,167,429,190,447,2,unidentified object
hawaii_1_8480_12605_9518.jpg,310,308,330,330,2,unidentified object
hawaii_1_8638_978_5071.jpg,116,263,524,375,8,vessel
hawaii_1_8897_11785_20455.jpg,302,303,337,335,6,tire
hawaii_1_8897_17590_8607.jpg,116,319,134,333,2,unidentified object
hawaii_1_8897_17590_8607.jpg,81,349,99,363,2,unidentified object
hawaii_1_8897_17590_8607.jpg,237,294,254,312,2,unidentified object
hawaii_1_8897_17590_8607.jpg,248,283,266,301,2,unidentified object
hawaii_1_8897_17590_8607.jpg,355,188,375,207,2,unidentified object
hawaii_1_8897_17590_8607.jpg,401,175,420,193,2,unidentified object
hawaii_1_8897_17590_8607.jpg,374,208,394,226,2,unidentified object
hawaii_1_8897_17590_8607.jpg,412,207,432,225,2,unidentified object
hawaii_1_8897_17590_8607.jpg,400,211,420,229,2,unidentified object
hawaii_1_8897_17590_8607.jpg,403,195,419,208,2,unidentified object
hawaii_1_8897_17590_8607.jpg,404,204,419,216,2,unidentified object
hawaii_1_8897_17590_8607.jpg,299,252,315,269,2,unidentified object
hawaii_1_8897_17590_8607.jpg,225,308,242,326,2,unidentified object
hawaii_1_8897_17590_8607.jpg,175,304,193,318,2,unidentified object
hawaii_1_8897_17590_8607.jpg,174,328,193,345,2,unidentified object
hawaii_1_8897_17590_8607.jpg,387,219,405,235,2,unidentified object
hawaii_1_8897_17590_8607.jpg,235,189,252,200,2,unidentified object
hawaii_1_8897_17590_8607.jpg,174,77,195,92,2,unidentified object
hawaii_1_8897_17590_8607.jpg,214,298,277,341,7,processed wood
hawaii_1_8898_-150_8626.jpg,388,203,404,220,2,unidentified object
hawaii_1_8898_-150_8626.jpg,177,195,190,209,2,unidentified object
hawaii_1_8898_-150_8626.jpg,188,188,204,202,2,unidentified object
hawaii_1_8898_-150_8626.jpg,265,174,281,191,2,unidentified object
hawaii_1_8898_-150_8626.jpg,148,188,164,205,2,unidentified object
hawaii_1_8898_-150_8626.jpg,160,200,176,217,2,unidentified object
hawaii_1_8898_-150_8626.jpg,173,173,189,190,2,unidentified object
hawaii_1_8898_-150_8626.jpg,177,183,193,200,2,unidentified object
hawaii_1_8898_-150_8626.jpg,173,155,189,172,2,unidentified object
hawaii_1_8898_-150_8626.jpg,206,155,222,172,2,unidentified object
hawaii_1_8898_-150_8626.jpg,239,157,255,174,2,unidentified object
hawaii_1_8898_-150_8626.jpg,351,179,367,196,2,unidentified object
hawaii_1_8898_-150_8626.jpg,237,317,283,333,7,processed wood
hawaii_1_976_3969_11502.jpg,297,301,340,340,6,tire
hawaii_2_10219_1770_14368.jpg,298,337,372,409,7,processed wood
hawaii_2_10219_1770_14368.jpg,281,282,358,357,7,processed wood
hawaii_2_10219_1770_14368.jpg,280,96,347,170,7,processed wood
hawaii_2_10219_1770_14368.jpg,364,342,434,375,7,processed wood
hawaii_2_1035_9446_10164.jpg,291,293,349,345,5,metal
hawaii_2_1036_16661_5786.jpg,506,250,526,271,2,unidentified object
hawaii_2_1036_16661_5786.jpg,463,265,483,286,2,unidentified object
hawaii_2_1036_16661_5786.jpg,292,293,347,347,3,net cloth
hawaii_2_1037_10454_19975.jpg,337,227,370,258,2,unidentified object
hawaii_2_1037_10454_19975.jpg,287,50,310,70,2,unidentified object
hawaii_2_1037_10454_19975.jpg,300,300,340,340,2,unidentified object
hawaii_2_1037_10454_19975.jpg,387,409,415,435,2,unidentified object
hawaii_2_1037_14383_21329.jpg,291,285,340,352,5,metal
hawaii_2_1037_17635_20343.jpg,303,301,337,334,2,unidentified object
hawaii_2_1038_18415_10185.jpg,307,310,334,330,1,buoy
hawaii_2_1038_18415_10185.jpg,0,52,15,69,2,unidentified object
hawaii_2_1038_18415_10185.jpg,171,154,189,171,2,unidentified object
hawaii_2_1038_18415_10185.jpg,0,63,40,100,2,unidentified object
hawaii_2_1038_18415_10185.jpg,482,469,504,494,2,unidentified object
hawaii_2_1038_18415_10185.jpg,216,320,233,337,2,unidentified object
hawaii_2_1038_18415_10185.jpg,98,91,148,130,3,net cloth
hawaii_2_1038_2457_9367.jpg,290,296,350,344,5,metal
hawaii_2_1038_25999_10208.jpg,301,302,337,337,6,tire
hawaii_2_1038_25999_10208.jpg,397,423,580,517,7,processed wood
hawaii_2_1038_9838_7033.jpg,35,262,68,295,2,unidentified object
hawaii_2_1038_9838_7033.jpg,417,515,442,535,2,unidentified object
hawaii_2_1038_9838_7033.jpg,235,257,404,380,7,processed wood
hawaii_2_1038_9838_7033.jpg,202,352,365,442,7,processed wood
hawaii_2_1109_11291_10883.jpg,434,562,454,585,2,unidentified object
hawaii_2_1109_11291_10883.jpg,469,492,487,507,2,unidentified object
hawaii_2_1109_11291_10883.jpg,287,291,352,349,4,line fragment
hawaii_2_111_19097_-227.jpg,296,281,345,359,7,processed wood
hawaii_2_116_16987_159.jpg,43,459,73,499,2,unidentified object
hawaii_2_116_16987_159.jpg,407,106,442,133,2,unidentified object
hawaii_2_116_16987_159.jpg,275,282,365,359,7,processed wood
hawaii_2_1179_16434_7591.jpg,268,317,311,347,1,buoy
hawaii_2_1179_16434_7591.jpg,355,170,382,195,2,unidentified object
hawaii_2_1179_16434_7591.jpg,297,303,342,335,2,unidentified object
hawaii_2_1180_1029_6469.jpg,350,570,367,587,1,buoy
hawaii_2_1180_1029_6469.jpg,311,530,355,579,2,unidentified object
hawaii_2_1180_1029_6469.jpg,277,281,357,359,2,unidentified object
hawaii_2_1180_1029_6469.jpg,379,530,455,610,4,line fragment
hawaii_2_1180_1029_6469.jpg,488,365,640,401,7,processed wood
hawaii_2_1180_1029_6469.jpg,90,226,169,268,7,processed wood
hawaii_2_1180_1327_4304.jpg,273,275,365,364,7,processed wood
hawaii_2_1180_439_5366.jpg,295,295,345,345,2,unidentified object
hawaii_2_1215_21117_11735.jpg,301,298,339,340,2,unidentified object
hawaii_2_1326_16246_10138.jpg,307,307,332,332,5,metal
hawaii_2_1438_21318_1153.jpg,302,297,339,340,7,processed wood
hawaii_2_1671_2915_16340.jpg,133,218,222,322,7,processed wood
hawaii_2_1671_2915_16340.jpg,196,228,580,369,7,processed wood
hawaii_2_187_23363_5860.jpg,509,231,535,257,2,unidentified object
hawaii_2_187_23363_5860.jpg,410,296,437,316,2,unidentified object
hawaii_2_187_23363_5860.jpg,400,345,425,377,2,unidentified object
hawaii_2_187_23363_5860.jpg,542,230,565,255,2,unidentified object
hawaii_2_187_23363_5860.jpg,159,326,195,353,2,unidentified object
hawaii_2_187_23363_5860.jpg,225,315,250,333,2,unidentified object
hawaii_2_187_23363_5860.jpg,272,483,297,505,2,unidentified object
hawaii_2_187_23363_5860.jpg,432,427,465,452,3,net cloth
hawaii_2_187_23363_5860.jpg,282,291,357,347,4,line fragment
hawaii_2_187_23363_5860.jpg,80,277,164,314,4,line fragment
hawaii_2_187_23363_5860.jpg,141,188,231,329,7,processed wood
hawaii_2_1885_13140_6312.jpg,203,238,437,400,5,metal
hawaii_2_1885_16885_750.jpg,143,392,166,420,1,buoy
hawaii_2_1885_16885_750.jpg,300,300,339,340,6,tire
hawaii_2_1908_8107_7952.jpg,277,215,360,425,3,net cloth
hawaii_2_1973_10200_14017.jpg,519,206,539,220,2,unidentified object
hawaii_2_1973_10200_14017.jpg,432,78,449,98,2,unidentified object
hawaii_2_1973_10200_14017.jpg,307,300,334,340,4,line fragment
hawaii_2_1973_12751_15793.jpg,307,307,332,332,2,unidentified object
hawaii_2_1973_13985_15290.jpg,298,287,342,352,4,line fragment
hawaii_2_2237_6218_604.jpg,291,287,349,352,4,line fragment
hawaii_2_2438_217_15172.jpg,292,283,347,355,7,processed wood
hawaii_2_2518_3532_32.jpg,232,177,405,462,8,vessel
hawaii_2_2588_174_13210.jpg,292,291,359,337,1,buoy
hawaii_2_2588_174_13210.jpg,237,419,263,437,2,unidentified object
hawaii_2_2588_174_13210.jpg,121,564,148,585,2,unidentified object
hawaii_2_2588_174_13210.jpg,590,44,636,100,2,unidentified object
hawaii_2_2588_174_13210.jpg,403,20,432,44,2,unidentified object
hawaii_2_2588_174_13210.jpg,273,447,332,577,7,processed wood
hawaii_2_2588_174_13210.jpg,162,550,196,639,7,processed wood
hawaii_2_2588_20_13576.jpg,390,53,417,70,2,unidentified object
hawaii_2_2588_20_13576.jpg,492,485,543,529,2,unidentified object
hawaii_2_2588_20_13576.jpg,367,375,389,390,2,unidentified object
hawaii_2_2588_20_13576.jpg,455,400,477,430,2,unidentified object
hawaii_2_2588_20_13576.jpg,275,197,302,242,2,unidentified object
hawaii_2_2588_20_13576.jpg,262,312,302,357,3,net cloth
hawaii_2_2588_20_13576.jpg,465,252,500,283,6,tire
hawaii_2_2588_20_13576.jpg,427,81,487,212,7,processed wood
hawaii_2_2588_20_13576.jpg,301,195,337,445,7,processed wood
hawaii_2_2588_20_13576.jpg,316,185,350,302,7,processed wood
hawaii_2_2588_295_19847.jpg,187,302,412,337,7,processed wood
hawaii_2_2588_510_20224.jpg,447,329,475,357,1,buoy
hawaii_2_2588_510_20224.jpg,374,322,400,349,1,buoy
hawaii_2_2588_510_20224.jpg,469,197,494,220,1,buoy
hawaii_2_2588_510_20224.jpg,480,227,507,255,1,buoy
hawaii_2_2588_510_20224.jpg,420,288,455,320,1,buoy
hawaii_2_2588_510_20224.jpg,311,286,339,312,2,unidentified object
hawaii_2_2588_510_20224.jpg,434,140,454,156,2,unidentified object
hawaii_2_2588_510_20224.jpg,495,121,512,140,2,unidentified object
hawaii_2_2588_510_20224.jpg,539,417,565,439,2,unidentified object
hawaii_2_2588_510_20224.jpg,302,262,337,292,2,unidentified object
hawaii_2_2588_510_20224.jpg,434,200,464,222,2,unidentified object
hawaii_2_2588_510_20224.jpg,400,121,467,180,6,tire
hawaii_2_2588_510_20224.jpg,283,292,357,347,7,processed wood
hawaii_2_2588_510_20224.jpg,520,115,612,146,7,processed wood
hawaii_2_2588_510_20224.jpg,534,1,620,126,7,processed wood
hawaii_2_2588_510_20224.jpg,0,492,131,586,7,processed wood
hawaii_2_2588_510_20224.jpg,0,544,345,628,7,processed wood
hawaii_2_2588_694_19884.jpg,297,567,324,595,1,buoy
hawaii_2_2588_694_19884.jpg,285,537,310,560,1,buoy
hawaii_2_2588_694_19884.jpg,439,198,460,220,1,buoy
hawaii_2_2588_694_19884.jpg,250,480,270,497,2,unidentified object
hawaii_2_2588_694_19884.jpg,250,540,280,562,2,unidentified object
hawaii_2_2588_694_19884.jpg,406,266,435,292,2,unidentified object
hawaii_2_2588_694_19884.jpg,495,487,547,523,2,unidentified object
hawaii_2_2588_694_19884.jpg,118,602,153,632,2,unidentified object
hawaii_2_2588_694_19884.jpg,311,462,329,480,2,unidentified object
hawaii_2_2588_694_19884.jpg,216,460,283,520,6,tire
hawaii_2_2588_694_19884.jpg,333,450,429,491,7,processed wood
hawaii_2_2588_694_19884.jpg,357,326,435,465,7,processed wood
hawaii_2_2588_694_19884.jpg,529,0,640,121,7,processed wood
hawaii_2_2588_694_19884.jpg,292,0,464,375,7,processed wood
hawaii_2_2588_694_19884.jpg,0,69,88,134,7,processed wood
hawaii_2_2588_926_20410.jpg,4,103,39,133,1,buoy
hawaii_2_2588_926_20410.jpg,30,143,60,172,1,buoy
hawaii_2_2588_926_20410.jpg,53,11,78,34,1,buoy
hawaii_2_2588_926_20410.jpg,65,41,91,69,1,buoy
hawaii_2_2588_926_20410.jpg,379,425,436,482,2,unidentified object
hawaii_2_2588_926_20410.jpg,17,13,48,35,2,unidentified object
hawaii_2_2588_926_20410.jpg,123,232,148,252,2,unidentified object
hawaii_2_2588_926_20410.jpg,298,300,342,339,6,tire
hawaii_2_2588_926_20410.jpg,0,561,135,638,7,processed wood
hawaii_2_2588_948_19515.jpg,185,567,206,589,1,buoy
hawaii_2_2588_948_19515.jpg,108,202,141,257,5,metal
hawaii_2_2588_948_19515.jpg,161,116,479,524,8,vessel
hawaii_2_259_2078_10755.jpg,305,306,334,334,5,metal
hawaii_2_2797_3218_16589.jpg,177,595,203,622,1,buoy
hawaii_2_2797_3218_16589.jpg,190,422,212,449,1,buoy
hawaii_2_2797_3218_16589.jpg,247,357,271,382,1,buoy
hawaii_2_2797_3218_16589.jpg,377,203,401,228,1,buoy
hawaii_2_2797_3218_16589.jpg,372,472,484,495,5,metal
hawaii_2_2797_3218_16589.jpg,201,365,315,445,7,processed wood
hawaii_2_2797_3218_16589.jpg,255,253,385,385,7,processed wood
hawaii_2_2797_3218_16589.jpg,221,408,387,468,7,processed wood
hawaii_2_2797_3618_4855.jpg,445,607,472,637,1,buoy
hawaii_2_2797_3618_4855.jpg,186,485,210,512,1,buoy
hawaii_2_2797_3618_4855.jpg,310,308,329,330,1,buoy
hawaii_2_2797_3618_4855.jpg,189,581,213,608,1,buoy
hawaii_2_2797_3618_4855.jpg,278,270,297,290,2,unidentified object
hawaii_2_2797_3618_4855.jpg,605,539,630,570,2,unidentified object
hawaii_2_2797_3759_5194.jpg,305,267,332,297,1,buoy
hawaii_2_2797_3759_5194.jpg,45,146,69,172,1,buoy
hawaii_2_2797_3759_5194.jpg,49,242,71,268,1,buoy
hawaii_2_2797_3759_5194.jpg,222,347,243,365,2,unidentified object
hawaii_2_2797_3759_5194.jpg,464,200,490,232,2,unidentified object
hawaii_2_2797_3759_5194.jpg,300,298,340,340,6,tire
hawaii_2_2797_3797_7557.jpg,320,337,357,384,2,unidentified object
hawaii_2_2797_3797_7557.jpg,298,293,340,345,7,processed wood
hawaii_2_2937_11551_12911.jpg,307,307,332,332,1,buoy
hawaii_2_2937_11551_12911.jpg,268,22,297,50,7,processed wood
hawaii_2_3078_25909_6162.jpg,231,234,420,403,5,metal
hawaii_2_3083_7894_17560.jpg,165,200,376,350,3,net cloth
hawaii_2_323_8362_15435.jpg,303,300,335,340,2,unidentified object
hawaii_2_3362_12673_19150.jpg,143,530,237,590,3,net cloth
hawaii_2_3362_12673_19150.jpg,265,252,375,387,3,net cloth
hawaii_2_393_9808_12448.jpg,306,302,334,335,2,unidentified object
hawaii_2_472_12027_-49.jpg,13,264,357,410,4,line fragment
hawaii_2_472_7504_3478.jpg,334,167,359,183,2,unidentified object
hawaii_2_472_7504_3478.jpg,297,173,330,207,2,unidentified object
hawaii_2_472_7504_3478.jpg,178,297,210,340,3,net cloth
hawaii_2_472_7504_3478.jpg,303,298,337,340,7,processed wood
hawaii_2_4833_13240_13633.jpg,252,372,282,400,2,unidentified object
hawaii_2_4833_13240_13633.jpg,277,277,362,362,7,processed wood
hawaii_2_4875_10338_1271.jpg,375,581,404,606,2,unidentified object
hawaii_2_4875_10338_1271.jpg,212,300,237,317,2,unidentified object
hawaii_2_4875_10338_1271.jpg,337,304,415,511,4,line fragment
hawaii_2_4875_10338_1271.jpg,286,297,355,342,7,processed wood
hawaii_2_613_908_20893.jpg,41,503,74,537,2,unidentified object
hawaii_2_613_908_20893.jpg,76,507,99,527,2,unidentified object
hawaii_2_613_908_20893.jpg,391,108,432,160,2,unidentified object
hawaii_2_613_908_20893.jpg,337,587,362,617,2,unidentified object
hawaii_2_613_908_20893.jpg,335,615,365,635,2,unidentified object
hawaii_2_613_908_20893.jpg,402,532,417,542,2,unidentified object
hawaii_2_613_908_20893.jpg,395,545,410,559,2,unidentified object
hawaii_2_613_908_20893.jpg,427,475,449,490,2,unidentified object
hawaii_2_613_908_20893.jpg,412,267,447,295,2,unidentified object
hawaii_2_613_908_20893.jpg,312,440,334,459,2,unidentified object
hawaii_2_613_908_20893.jpg,380,320,399,335,2,unidentified object
hawaii_2_613_908_20893.jpg,257,301,287,330,2,unidentified object
hawaii_2_613_908_20893.jpg,177,590,193,607,2,unidentified object
hawaii_2_613_908_20893.jpg,151,362,168,377,2,unidentified object
hawaii_2_613_908_20893.jpg,141,360,156,380,2,unidentified object
hawaii_2_613_908_20893.jpg,182,329,205,349,2,unidentified object
hawaii_2_613_908_20893.jpg,216,460,232,474,2,unidentified object
hawaii_2_613_908_20893.jpg,268,469,285,482,2,unidentified object
hawaii_2_613_908_20893.jpg,307,525,322,542,2,unidentified object
hawaii_2_613_908_20893.jpg,196,450,216,462,2,unidentified object
hawaii_2_613_908_20893.jpg,198,404,222,425,2,unidentified object
hawaii_2_613_908_20893.jpg,21,594,58,640,3,net cloth
hawaii_2_613_908_20893.jpg,355,555,397,592,4,line fragment
hawaii_2_613_908_20893.jpg,243,345,332,400,4,line fragment
hawaii_2_613_908_20893.jpg,497,79,548,123,6,tire
hawaii_2_613_908_20893.jpg,576,30,615,94,7,processed wood
hawaii_2_613_908_20893.jpg,257,147,435,372,7,processed wood
hawaii_2_613_908_20893.jpg,108,402,150,522,7,processed wood
hawaii_2_663_26102_9791.jpg,302,298,337,342,7,processed wood
hawaii_2_683_12274_13294.jpg,342,311,357,324,2,unidentified object
hawaii_2_683_12274_13294.jpg,562,333,590,363,2,unidentified object
hawaii_2_683_12274_13294.jpg,502,328,543,373,2,unidentified object
hawaii_2_683_12274_13294.jpg,521,303,549,327,2,unidentified object
hawaii_2_683_12274_13294.jpg,461,474,479,504,2,unidentified object
hawaii_2_683_12274_13294.jpg,477,482,498,502,2,unidentified object
hawaii_2_683_12274_13294.jpg,431,407,455,429,2,unidentified object
hawaii_2_683_12274_13294.jpg,414,381,438,402,2,unidentified object
hawaii_2_683_12274_13294.jpg,496,195,524,225,2,unidentified object
hawaii_2_683_12274_13294.jpg,561,245,584,275,2,unidentified object
hawaii_2_683_12274_13294.jpg,377,330,395,344,2,unidentified object
hawaii_2_683_12274_13294.jpg,387,337,407,355,2,unidentified object
hawaii_2_683_12274_13294.jpg,387,387,404,405,2,unidentified object
hawaii_2_683_12274_13294.jpg,315,430,332,450,2,unidentified object
hawaii_2_683_12274_13294.jpg,360,307,377,320,2,unidentified object
hawaii_2_683_12274_13294.jpg,306,305,334,335,2,unidentified object
hawaii_2_683_12274_13294.jpg,302,332,324,370,7,processed wood
hawaii_2_754_12837_3540.jpg,310,307,330,332,2,unidentified object
hawaii_2_754_12837_3540.jpg,242,512,263,532,2,unidentified object
